,hellodata_id,property,rating,count_reviews
291,136852b8-b4e0-54f2-81e9-194fc71516da,The Heights at Dunwoody,3.6,222.0
292,4aececd4-d302-5a04-9188-9923d0cf9519,Park at Chastain Apartments,4.4,145.0
293,d01ce880-0597-5794-bef7-00c85728e446,Adley City Springs,4.6,270.0
294,c3bd1519-44eb-5762-bece-775d48da5864,Cortland at the Hill,4.4,181.0
295,afe1fd02-c1bd-5ca9-9294-2ca073e4f8fc,1160 Hammond,4.3,610.0
296,c063434f-73e4-5ab5-90fa-d6266a1e62b8,Aspire Perimeter,3.6,118.0
297,596e735f-ff62-5bd7-a61e-0749fb529371,Cortland East Cobb,4.3,254.0
298,9c6ec90e-7de8-5fce-9330-1943a9f3ee1b,The Everette at East Cobb,4.0,269.0
299,6bd84fdb-50bb-53e1-b3e8-3e9a708c84e2,Advenir at Winterset,3.6,261.0
300,b1439b34-676e-5235-a1df-0218d28263e7,Avana Cityview,3.2,198.0
301,02454a21-8f8b-5eea-b63e-1f3ba8136375,Dwell @ 750,3.9,193.0
302,0db8e219-0def-5751-9f88-7e495ef972a3,Cortland Watermark,4.5,549.0
303,08bf0354-f2c7-5c92-a1ee-d07b139b9a08,The Franklin at East Cobb,3.2,220.0
304,ecf61d67-16ae-5948-bbea-d8403a853816,Azalea Springs,4.6,358.0
305,55d1d7a5-e189-511a-8860-721f28c16994,Hamptons at East Cobb,3.2,59.0
306,cd219ae6-2d16-59c6-801d-a3b6ebb98865,Bellingham,4.2,193.0
307,b1407b70-129d-5bb4-836d-91533da2e41a,Windward Place,4.2,256.0
308,6b0b20a6-809b-5166-a284-e209ac6508d2,Camden Deerfield,4.5,229.0
309,b00b0a67-82e5-566b-9436-18eae06abc11,The Pointe at Preston Ridge,3.5,173.0
310,7d3f62b0-1860-53a8-9967-903eac3f8ee7,IMT Deerfield,4.2,598.0
311,97cde3cf-5c49-5729-9ec8-02a5d7814ed7,Jefferson at the Perimeter Apartments,2.8,595.0
312,ebda3220-c0a9-5b19-b9c2-ee6886de6703,Deerfield Village,3.8,410.0
313,30a5c585-de9f-51bc-9aed-174baaced3ca,Manchester at Mansell,4.4,1338.0
314,d06581dd-61d9-5bde-a94a-39b7e3f82282,The Hartley,4.0,1855.0
315,4498401c-1733-5f58-b0e5-b15ba47b582a,The Drexel Collective,4.2,1079.0
316,f562eddc-6901-56b1-8d62-e2b64b8149db,Roswell Village,3.5,488.0
317,d437519b-9ec5-5704-af60-d210cfe76e12,Cortland at Phipps Plaza,4.5,329.0
318,e7f106a1-7539-5a46-9a1a-cd7f221f2fa0,Bell Terminus,4.0,346.0
319,9a7bffab-d1ae-58b6-b891-1ce4005a90f0,Prominence,4.3,444.0
320,9c225818-86dc-5269-a3e3-17489324b87f,Gables Brookhaven,3.7,285.0
321,a5bc24f8-ab17-5af4-b06e-1e595dab9178,1105 Town Brookhaven,4.3,339.0
322,2836882c-4726-516c-b065-695534e5a325,MAA Stratford,4.2,234.0
323,0c798e2a-1e69-5fbc-84c4-a00b63e0a0d9,Buckhead 960,4.0,120.0
324,e427d3cf-2419-5656-b36c-cf9d6abfb550,AMLI Flatiron,4.6,50.0
325,2e1d9a84-92f2-58c9-8b72-0d2ae75b3c3a,Camden Phipps,4.4,235.0
326,076e4117-46dd-5ef3-8851-9a01a0256df6,AMLI Lenox,4.0,251.0
327,f782791d-1913-5259-9dc4-72762431b428,MAA Lenox,4.3,1122.0
328,2924818f-52ba-5901-97a0-e462d4fbd461,The Boro - Phipps,3.7,210.0
329,b71072bd-762c-52e9-b822-07b54a153ea0,Cortland at Buckhead Village,4.1,129.0
330,12a0cb26-0c06-5270-8a91-dee1d49d1cb3,Broadstone Junction,4.4,235.0
331,e5339550-a9ff-50ca-ae26-3abe7a6afb7b,Bexley Duluth,3.1,80.0
332,4d04f22a-f712-5b1c-92da-8c96ea8f56da,The Brunswick,4.5,159.0
333,d9464b18-ee43-5590-bb92-230407998411,District at Duluth Apartments,4.1,201.0
334,2d2cd96d-a622-5621-a5cc-7eeeba49fc9b,The Perry Residences,4.6,77.0
335,efed4ea9-4cc6-560c-9409-5ab671691ebc,Lumen Doraville,4.6,132.0
336,89605f4d-93e3-5f68-afbf-5ab3d77994c4,Windsor Parkview,4.5,311.0
337,1786f65c-9bc7-548a-a2c4-b9a32a772f92,Cortland North Brookhaven,4.5,271.0
338,9f082093-cc80-5b8c-849e-4a3a8415183e,Brookleigh Flats Apartments,4.5,202.0
339,f196c8b2-c40a-5e3f-a85e-8794051a3f6f,MAA Gardens,4.1,432.0
340,cfba7b45-7b4b-5aed-a03a-b925c5e157a2,MAA Oglethorpe,4.0,235.0
341,19e9ed89-8727-558a-bf55-00a267d119a4,The Grove Chamblee,4.0,212.0
342,69594fc6-92d8-58dc-90ec-1cc72fb4cba3,Windsor Brookhaven,4.4,181.0
343,1cb6b7fa-76bc-5f8f-b073-55aad7a35044,Aspire Lenox Park,4.2,286.0
344,609f9a79-0284-54f1-b238-a8778d40f967,The GoodWynn At Town Brookhaven By ARIUM,4.3,298.0
345,908fc0c2-1c4f-5afd-aaa3-21b4d2f984d6,Manor Chamblee,4.3,38.0
346,a1fcf95f-cd37-5085-8aed-a9d61f19f72d,Chamblee City Heights Apartments,4.9,125.0
347,9f689e5a-b429-514e-a5b8-06c25681c32b,AMLI Brookhaven,4.5,21.0
348,66ab0d00-c79e-56e3-ac86-eebb6e9478c1,Cortland Uptown Buckhead,4.1,129.0
349,ad4cc9f7-f9c5-559a-81d6-cae18f011202,Evergreen Lenox Park,4.2,113.0
350,68b784b2-302b-52b5-bc6c-5965d208dc95,Gramercy At Buckhead,3.6,166.0
351,ae8a6169-ba94-5a33-8807-3df67e2aeab6,Axial Buckhead,4.2,147.0
352,f2b72476-82ca-548e-9efe-f6aeebbd71a9,MAA Chastain,4.1,234.0
353,8c51c32f-e3de-5dc0-8bfd-a217ee61f0bf,Auburn Glenn,4.0,355.0
354,6e81bfdb-4e7f-5634-ad76-7bd2f477760f,N. Highland Steel,4.1,67.0
355,3cf7e84c-2846-505f-8d00-55e6a47957b5,Edge on the Beltline Apartments,4.3,554.0
356,0beefab8-5a51-5086-88ac-db99833aa5cd,Ayla,4.3,231.0
357,91418902-8943-5939-8d38-da8b48fe561f,Modera Reynoldstown,4.5,247.0
358,8dea491d-3c18-59bc-8126-07dd66db506f,AMLI Parkside,4.2,136.0
359,cc0869df-3265-5bdf-876a-e29ee63c9693,Highland Walk Apartments,4.2,100.0
360,8c0f3d30-2665-58f3-aee1-c970092e8a30,Lumen Grant Park,4.2,67.0
361,29ca5334-0873-5a02-b9c5-4f3bc2f97e77,Broadstone 2Thirty,4.6,261.0
362,b550b022-310e-572b-9b48-6c69d9a8039e,Fulton Cotton Mill Lofts,4.1,269.0
363,2735050a-e6b4-5153-a021-e3ccafe6c7bd,RT Dairies,4.4,304.0
364,007f5b4a-b703-52b2-9f81-31355c39689d,West Inman Lofts,3.3,82.0
365,99212044-8ad3-51dc-8ed4-fcf2df378178,The Lookout O4W,4.2,722.0
366,8f0fec33-22a0-57ed-859f-ff59adb96ca1,Platform Grant Park,4.3,341.0
367,61f651a2-8b1b-5feb-812f-ea9f098cc1dc,Citizen on the Beltline,4.8,54.0
368,f14e965b-eae5-52e7-ab5c-2180b1ed508b,Iris O4W,4.1,81.0
369,81aefef7-334c-5f41-b7c3-1e4991286bda,Seven Seventy Glenwood,3.9,54.0
370,309bfbeb-6a11-5759-8e7e-2dbdee9f8c68,555 Boulevard,4.3,26.0
371,c160f4ee-d95c-537b-86e2-81c8a294590d,Ashley Auburn Pointe,3.0,178.0
372,9a1d23a6-18ab-570a-8c33-5fd41147765a,Westmount at Ashwood,4.2,135.0
373,9be7c0d6-42b3-5bea-b218-79c5d6ad1239,Element 41,3.2,581.0
374,c00997f6-b6a5-5819-9847-ecd35e310498,The Falls at Sope Creek Apartments,3.8,550.0
375,1aba5fcd-6c2c-50b2-878e-17143894f2b7,Cortland at the Battery Atlanta,4.6,395.0
376,a839a56a-8802-5568-9c17-775785db873f,Tallulah,4.0,61.0
377,062f811c-9b01-5afb-b8a1-382be7c8c18f,Ellison Parkview,4.8,46.0
378,9b0049c5-0a8f-51eb-afdf-c02f81c80533,The Elden Galleria,5.0,384.0
379,c679df1e-fe47-57bb-b72d-b8fb6415c7ed,Stillhouse Vinings,3.8,92.0
380,2fe85d25-06fa-5f43-a8ff-827afc77c400,Windsor Encore,4.3,328.0
381,e12fefcc-5bab-5640-b97d-50588c7698b9,Revel Ballpark,3.8,116.0
382,c847fcde-6c91-5058-9f8a-d9a8e55d2be2,Gables Vinings Village,4.0,113.0
383,6fd8ef39-ca79-5859-926e-6429499b3e15,Annett,3.8,307.0
384,98f4acd0-3768-53c2-8d63-7b20e7252603,The District at Windy Hill,4.5,354.0
385,ea4491fb-1ea8-583a-ace8-3111779fe1c5,The Harlow,4.6,233.0
386,704839a8-9925-59d3-bc00-b671f2238bb9,The Reserve at the Ballpark,4.3,142.0
387,a70ae4fe-cb63-5747-aac4-36b5ed20a120,Spectator Apartments,4.0,200.0
388,4859fcec-ebd1-51fe-b4ab-4ce93d2b4abc,Stadium Walk By Windsor,4.0,297.0
389,e63a68eb-2e2b-5cc8-84e5-35b9bf3e712d,The Heights at Shadowood,4.8,133.0
390,cd2852b9-0eb1-5577-aa69-c9b361657e48,Bexley Powers Ferry,3.8,122.0
391,bf4100a4-9ca2-50bd-b03f-b72a33f43570,Elevate West Village,4.6,140.0
392,591c35cc-d953-5689-ad83-ebc6dbca9764,Vue at The Quarter,4.0,334.0
393,c43905dd-ea1c-58dd-b232-6107f26169dd,Broadstone Upper Westside,4.2,247.0
394,09ac2f3b-3660-53b5-b620-f3216604cd4f,Arabelle Perimeter,4.2,481.0
395,5e019f21-eb18-5512-9b59-540cae352942,The Morgan Sandy Springs,4.2,311.0
396,a9557128-3499-59c3-90b7-e59d86283091,The Bishop,4.1,390.0
397,7c67ed91-ec02-5af5-a8e9-b4b2f60eafa5,Windsor Chastain,4.1,211.0
398,9a0e10d2-745a-5d47-a3f4-1f623bf9afc9,The Collection,4.0,163.0
399,b143a5b0-bf64-59e5-bfc4-83c9c7e8142e,Glenn Perimeter,4.3,386.0
400,d473a18d-b3d7-5540-acf2-704b96df0dca,The Alastair at Aria Village,4.0,173.0
401,712660a6-0f99-5186-89f4-d34c4af8c4c2,The Margo,3.8,245.0
402,b6389df6-d8ef-50ee-ad1d-e0529647b6d4,The Avery,3.3,14.0
403,4c6f51f8-a866-5cd1-873d-2a31515ddfbd,Cortland Independence,4.6,336.0
404,1c2768c3-f594-5cde-b95f-03ce5ec25c7d,The Lodge at Hamlin,4.4,133.0
405,897c8966-ea39-5884-8ffc-278f714bc590,Homestead at Hamlin,4.5,28.0
406,c6eae8d2-7422-5483-974f-ffe04f5c4fc6,Talcott at Windermere,3.9,122.0
407,e49e5451-b8c7-5867-ac59-b0200ec8ad5d,Addison At Windermere,4.5,223.0
408,000eee3b-dec4-55d5-8ee0-1f359493147b,Corban Horizon West,4.5,176.0
409,6a8bed7e-ec9c-5a4a-9021-a84d99311779,Lakewalk at Hamlin,4.6,154.0
410,b3472e29-e692-5b5a-8bfc-0c3997c65f9d,MAA Crosswater,4.2,249.0
411,2070286c-2b6f-5dd1-8f85-46cd3b8d00d9,Cortland Uptown Altamonte,4.6,406.0
412,3e0dfa1b-9e49-5175-a251-550a30776fce,Maitland City Centre,4.2,91.0
413,4af717c8-2334-55b9-b675-45ce2ab024eb,Sanctuary at Centerpointe,4.1,144.0
414,bc03c77b-9432-5df0-ab31-494f5a49c0f8,Sole at Casselberry,3.7,178.0
415,fdab1420-408f-59e4-9fd2-42413e90ef17,Trelago Apartments,4.3,229.0
416,f9403fce-4177-5ef4-8815-08814760f2e4,Dwell Maitland,4.7,69.0
417,ed6172f6-75cf-5170-9b8a-7f43fc8a5513,Nine12 Gateway Apartments,4.5,234.0
418,6576fed9-23bd-508a-a663-4dd8c7ea1054,Maitland Pointe,4.4,231.0
419,85521b7a-98d7-589d-8579-faa66e0f294d,The Aston at Uptown,4.8,35.0
420,8f1253d9-b5ce-5217-8fc8-a4278da8073c,Cortland Lakecrest,4.1,353.0
421,dcf8ad99-4aec-5aac-8314-4a2d847ea88f,Waverly Terrace,4.2,116.0
422,2ac035c1-f641-55f0-a4ff-b027fc8ceafa,Sage at Cypress Cay,4.0,208.0
423,5d2e0643-9dfc-5f54-93d9-2952a518803d,Lantana at Cypress Cay,4.3,106.0
424,22a55852-793e-5d6d-8710-b92aa98bb608,The Cottages at Cypress Cay,4.5,64.0
425,e332fd5d-72ee-5d1c-a01a-a938fe01c348,Lakeview Oaks,4.1,350.0
426,3fca98f1-844f-5135-a2af-edcaf1fdce91,The Dawson,3.6,407.0
427,b23fd0ca-a40d-5994-bdfa-e926fcf02521,Caribbean Breeze,3.9,807.0
428,cd8e475f-7fae-5cc0-885f-f96f9f236603,Viridian Apartments,3.8,729.0
429,620d8eac-30c5-5d28-8f7a-df3d026aaa20,Cortland at the Hammocks,4.5,744.0
430,943e4dc2-7e2e-515e-b058-18e8e3f775be,Cascades at The Hammocks,4.1,176.0
431,b74a2160-8585-5f0c-abce-daef6e9c63f5,Bell Kendall West,4.7,381.0
432,29c7ddbd-128a-588a-8c75-0d5f52622ea0,Palmetto Place,3.2,262.0
433,7a526856-5b99-5f5d-8e74-89ee7b39645c,Vista Lago at the Hammocks,3.6,123.0
434,2052b5d0-6c5b-5a34-8c30-13bbd009abf0,WATERFORD LANDING APARTMENTS,3.9,85.0
435,50db4ef0-c70e-5852-b350-0ffc49653d11,Cortland Kings Meadow,4.5,848.0
436,b00d9a7d-16c7-53e5-837b-c09b28d20ff5,Legacy Lakeside,4.3,84.0
437,81013b2b-8a38-559a-aeb1-54238a6b0d0b,Cortland World Gateway,4.7,532.0
438,8dc016f3-b24e-5710-8a11-1bd7f5ca7d58,The Addison Lake Bryan Apartments,4.3,169.0
439,74d2acb1-b95e-5dae-b36c-cc7f741fe8e4,Prime,4.0,215.0
440,3c5c3b99-fc8f-5c66-8079-87e249560a52,Integra Sunrise Parc,4.4,328.0
441,5f8b9539-0ef9-54f3-ba46-f6c8d570791b,The Lucent at Sunrise,4.1,172.0
442,16d71670-d69f-5c40-9ee1-86f2ae5d6ba8,Halston World Gateway Apartment Homes,4.4,228.0
443,cd60ebd9-fe00-513e-bffe-9f1e40379152,Alcove,4.0,424.0
444,ffd8bce3-083d-5d58-b314-8414af6253a2,Camden World Gateway,4.2,221.0
445,16d566f1-3bf3-501e-8280-3e90c7d1b29e,Bainbridge World Center,4.8,76.0
446,c929efc0-29b9-5418-a898-823ab21c69ee,Cortland Vera Sanford,4.8,389.0
447,a3a43482-b5a1-5f03-b21b-6f7be65dcaa5,Allure on Parkway,4.3,232.0
448,f7410407-7dbc-5bac-be07-c46c7fe87482,Integra Crossings,3.6,154.0
449,7357057d-8da7-5f08-be8c-a7bf06c01aa5,Vue on Lake Monroe,4.4,128.0
450,e6695170-938b-5860-922e-e4d1cdc294cf,Vintage Lake Mary Apartments,4.8,188.0
451,487852c7-38ff-5f54-89e7-506684bc3e3e,Viridian Reserve Apartments,4.1,158.0
452,9a5247f0-777f-59ad-91e1-a307308c48f4,Story Sanford,5.0,1.0
453,a0132717-c0f1-5d1c-9147-bbb0f771b76d,NOVEL Parkway by Crescent Communities,4.8,92.0
454,06830cf2-3414-54be-90fb-1d126e3330a7,Afton Palms,4.7,121.0
455,8bcf06c7-e686-50c5-bbe1-3caf04b47a29,Cortland Santos Flats,4.9,288.0
456,edb3ee0f-6168-57bf-bdb2-53cc2e5aff9f,Azalea Luxury Apartments,4.8,130.0
457,7aa79860-e03a-5f55-aa7f-7b58f27d4b71,Asbury,3.9,139.0
458,e7ff4df0-cd7a-5bde-abf0-e0fc6750061b,Lenox at Bloomingdale,4.0,118.0
459,77dd5088-7449-577c-bb58-bbccdbba9cc4,AVLI AT CROSSTOWN CENTER,4.3,91.0
460,70449675-38d8-5e67-96c1-e08a1e74fada,The Oasis at 301,4.6,202.0
461,8c394bf7-cad2-5b0a-a617-4c8a8471c873,Pearce at Pavilion Luxury Apartments,3.9,244.0
462,5ea5a206-7245-5c00-a10c-8c69ba53c742,Solé at Brandon,4.0,253.0
463,aa059640-b5ef-512d-ab85-2780748974a3,Cortland Hunters Creek,4.6,579.0
464,ba7f233f-b238-5e98-a6de-50796b5dc0ea,19 South Apartments,3.3,220.0
465,31456b3b-3965-5176-b00f-a8998d581fbd,Monterosso,,
466,ae6db3be-db91-5f57-8498-0189ba21eb08,Vernazza,,
467,b4109608-0a6b-50e2-bfa5-e49b9bd155f0,Sonceto,4.0,219.0
468,ee4b3308-d1bc-55a2-87bc-c6c3977b990f,Skye at Hunter's Creek,4.3,258.0
469,5040be58-cd23-5372-9870-b303c93c2eb8,Casa Vera,4.6,1062.0
470,1a11d6cb-371c-5cf1-9e0b-e958a2fe03c8,Pepper Cove,3.3,57.0
471,3fae870c-7c0b-5608-8d95-26048eba1389,Altis Grand Kendall,4.8,120.0
472,0c757929-cd93-5b59-9b7f-8917dffc0e49,Alexan Kendall,4.8,77.0
473,1501654d-bfa3-5588-be95-0837126c1ec4,Cortland Portofino Place,4.4,994.0
474,c335f976-5f53-56d4-a265-5cf01799b38a,Locklyn West Palm,4.4,167.0
475,8067fb7f-59e2-5811-88cd-a5a2def63b61,Cameron Estates,3.1,319.0
476,67de0ff5-ffc9-5f72-8183-5863fd5ad6c3,Riverstone Palm Beach,4.4,143.0
477,9215406b-5a21-5524-bba6-5f2db71d9f08,VISTA LAGO,4.0,293.0
478,ce5d4bd3-68f9-53c1-ba4e-a21eab6b2489,Vue at 1400,3.5,191.0
479,a5847ab5-5c81-542e-a3d4-1ff418ee3566,The Point at Palm Beach Grove,4.2,105.0
480,7e3af48d-6214-561a-b46b-f45cf411addd,Cortland Bermuda Lake,4.6,488.0
481,87d1f655-ef49-54ae-a41e-4ff023881481,Bridges at Crosstown,4.0,227.0
482,9aa36527-6e52-5d3d-b24d-78f177a3f866,Overlook at Crosstown Walk,4.2,348.0
483,8e509222-8e0f-5a29-a466-eb672b3bde94,The Oasis at Brandon,4.4,299.0
484,4b2f4d87-4bed-51fa-9b89-e5c89b0717fe,Asprey at Lake Brandon Apartments,3.2,191.0
485,e4307c8c-579d-59ec-8b60-7826f38897fa,Sanctuary at Highland Oaks,2.8,308.0
486,3360621f-0af4-5bc7-b75c-e8b18d8866ad,Camden Visconti,4.4,376.0
487,052a5d14-1323-5b01-b442-cd73ead85c20,The Lakes at Brandon West,3.5,144.0
488,e80f2d19-1d6e-5210-af17-f974b523beae,Prose Park View,4.8,36.0
489,01d6d3c4-7345-57ea-bc69-13ee02f42071,Cortland Lake Lotus,4.4,752.0
490,8be0fa81-46d2-5ee1-93b0-ac46b27bf0dc,Lotus Landing,2.7,118.0
491,6e1b7e50-3893-55f5-802f-598be0b9d77c,ARIUM Altamonte Springs,4.0,351.0
492,1df51539-9924-5cea-9dac-030a019d21ae,Brickstone Maitland Summit Apartments,4.4,503.0
493,dd0e651b-6db1-5b89-b149-641ddd0d7fed,Arbors at Maitland Summit,3.5,453.0
494,3e656d8b-bc18-5247-9daf-80273555e84c,The Tiffany at Maitland West,3.7,229.0
495,e4d2ecf1-d18e-56d2-b9cd-3609f3f035e2,Edge at Lake Lotus,4.1,194.0
496,c953cda8-6d2a-56bc-9e90-949a1ef36396,Cortland ChampionsGate,4.2,246.0
497,33c88dfd-ce7a-5848-a7d4-53b8238213d4,Preserve at ChampionsGate,4.4,208.0
498,d5ac1c75-1029-59ef-843e-728668ce9e7e,Atlantica at Town Center,4.1,212.0
499,7be733dc-703c-59ec-8725-b5daacfa9577,Prado,4.1,142.0
500,228fa55a-735e-53fc-8b9e-d1a6a87c308d,Thrive Luxury Apartments,4.3,238.0
501,174b2b6b-8239-57a7-8e71-70703eeb6c16,Reunion at 400,3.7,166.0
502,85a66caa-c520-5c35-88f7-3ec792669c04,Lirio at Rafina,4.6,200.0
503,1ed4b81c-8712-5751-854c-7a24de24af82,Champions Vue,,
504,06fbbbdf-0268-5724-8a29-377134cb7e6e,Cortland Reunion,4.5,314.0
505,815cf54f-f4fe-5167-9e8c-3891284663e4,Cortland Bayport,4.6,1464.0
506,de58b785-75b4-5c3c-bc13-7f02fb8d5f15,5 West Apartments,4.0,302.0
507,0a9746f4-58a9-5f1e-b8c9-664407c6359d,Camden Bay,4.2,493.0
508,b6d88611-8259-552f-8ead-a855ef567a3b,Mallory Square,3.4,147.0
509,38165650-605a-53f9-b188-4a86eea4742b,Veranda at Westchase,3.5,508.0
510,35d3b10e-283d-5809-82f4-aedccd626b3a,The Sedona,3.9,180.0
511,37e0ddf7-b888-51e7-bc72-f4cec889763f,MAA Rocky Point,4.2,751.0
512,6b139c2a-705c-584f-96dd-1382e96546f9,Cortland Jubilee Park,4.4,569.0
513,7db30711-b54a-5fc0-a6ca-c80206b7a3c4,BellaNova at JubiLee Park,4.1,230.0
514,e99b8be5-2730-5a4b-805e-d8b31bbd9ec9,The Addison Gateway,4.2,121.0
515,cdc09af0-09f4-5ac9-8c83-ea79ad89d701,The Morgan,3.8,103.0
516,19c4f9ee-9aad-57cc-850b-067a58363bb7,Century Vista Palms,4.2,109.0
517,f3a2a2c8-5e0d-54f7-977d-b80d804cd5a5,Art Avenue Apartments,4.1,372.0
518,217e868f-378c-5d8a-bed3-ed5667d532f6,Reserve At Beachline Apartments,3.6,154.0
519,3210455c-b58a-51bb-8bfd-34b418ec1243,Nona Park Village Apartments,3.1,88.0
520,bf7a4386-fbeb-5509-9aaa-7125deeec179,Trio at Jubilee Park,4.6,141.0
521,d59c9deb-f743-5f5a-81ec-c6db22aa92b3,The Sarah,4.7,38.0
522,51fca928-8df2-580a-8644-8583609b8b5f,Cortland Mirror Lake,4.5,848.0
523,65298713-60f9-5651-aede-9dca1fa25bd4,Boca Vista Apartments,3.6,181.0
524,3e656d8b-bc18-5247-9daf-80273555e84c,The Tiffany at Maitland West,3.7,229.0
525,b9270341-f0de-5f3e-b87e-7c452d0d756d,Los Altos at Altamonte Springs,3.1,232.0
526,50793e51-d043-5007-be95-5ba6cd25a078,Timberlake Apartments,4.2,946.0
527,9210c91f-3979-5bd1-80b2-d30820b67426,The Oasis at Wekiva,4.2,237.0
528,fbd17aae-d9ba-5f73-9d74-46be304a48a2,Cortland Riverview,4.8,210.0
529,7b260f6e-d167-553d-8242-b625a3191d26,Integra Palms,4.2,203.0
530,bd520834-7a57-584f-8384-df2fadffcd20,Progress Village,,
531,01ca5e10-6fbd-5f95-9acc-3e6f7c030631,Summerall,4.6,65.0
532,acb25a2a-d4f9-5186-a174-82993d67ffde,Palms at Magnolia Park,4.0,187.0
533,6a655457-60a3-54fd-b0de-8d4e0b12ba8b,Cortland Satori,4.4,347.0
534,863a13c0-eaf0-5460-9358-c8b95cfb31d7,Peridot Palms,2.6,252.0
535,ed9f533f-7189-54bd-b0bf-ad199d9a5b7d,Gateway at Pinellas Apartments,4.6,307.0
536,ef3adb40-ec97-55c5-af8b-039c7e482008,Rowan Pointe,4.3,162.0
537,fd6a34bc-6f12-57b7-8e84-ad13e42bdfac,Epic at Gateway,3.9,181.0
538,e69ae520-7405-57c8-9963-3e6bed12c60a,The Allure at Gateway,3.4,105.0
539,b2525945-b599-5d4f-8796-20665ada5df6,Marlowe Gateway,4.4,71.0
540,d2feceae-affa-513b-bb1e-e5c864f95154,Ezelle,5.0,89.0
541,b2353345-a585-56dc-84af-8205db7eeaab,Muse at Winter Garden,4.2,201.0
542,77fbe973-8d43-5968-8d28-c33defe1cf19,Domain,4.1,212.0
543,60b62a8c-4d9a-5ee9-8090-d6100aa69fd2,Ascend Reunion Crossing,4.6,20.0
544,dcbdd5e9-7d60-58ed-bd77-ad7866782d90,Cortland West Palm,4.5,285.0
545,e317c010-37e6-5c56-8dfb-d9ff16a594b1,Indigo West Palm Beach,4.8,98.0
546,fed2a41e-4b65-557c-8a1b-1a0d623ca7af,Alora West Palm Beach,4.1,115.0
547,2deec1aa-af56-57b8-8a4b-b02e2fe324dd,The Grand,4.4,137.0
548,91a6924d-e0c0-579f-9db0-fff1cde39626,Fairway Vista,4.4,52.0
549,ae17191a-3f69-54d9-8ee2-acf88ef7b41d,Inscription West Palm Beach,4.5,38.0
550,086b0753-b2b7-5d40-8b56-00f1010480c2,Cortland Westshore,4.5,413.0
551,fe2d5184-2d42-5b1e-817d-663509ae99c5,Advenir at The Watson,4.3,160.0
552,1f98cde9-b54a-53bd-9486-256808751a51,Alton Westshore,4.6,153.0
553,167fc09a-f2a3-5565-bc7c-fb75d4b93e0d,Bainbridge at Westshore Marina,4.1,202.0
554,f7efabda-2361-5368-a6c1-2dfb66fe538d,Town Westshore,3.5,178.0
555,1fb2f930-0e6c-5f86-b119-d80881df5b08,The Pointe on Westshore,3.9,132.0
556,c3520078-92cb-5baf-91fa-2f9704a9f1cf,Marlowe South Tampa,4.4,127.0
557,c3119d8d-db63-5542-9446-5d24be98bfdd,M South,4.0,195.0
558,13e166e2-c3dd-5dee-9e77-9b4bc7a2d29f,MAA Breakwater,5.0,112.0
559,b96cfe41-9949-58b0-bcc5-fbd73447e37b,Amelia at Westshore,3.9,116.0
560,eb2c130f-fd94-51da-b8f2-0b10939948da,Broadstone Marina Bay,4.8,44.0
561,b3af76bc-7db6-5cdb-8323-0d6c4a6861f5,Cortland Hollywood,4.4,597.0
562,9bae67af-1381-5654-9979-f0007ac9904c,Avery Dania Pointe Apartments,3.2,132.0
563,9d275527-daae-52ca-9991-b01ec7edb68b,Mila Apartments,3.7,523.0
564,4cbc9cfa-3a30-5006-96b7-cac86ee35d07,The Upton Apartments,2.2,197.0
565,068214c3-6939-5f85-9fb1-6380833991ce,ArtSquare at Hallandale,4.0,321.0
566,2a21187c-2ff2-5a6c-abb9-6ca916633294,Soleste SeaSide,4.6,397.0
567,560fd028-2fe9-5d9d-b0df-513c1b005af1,New River Cove Apartments,4.3,264.0
568,cbb920a3-f57a-5d2c-a0a0-3c3179445ec1,Oasis Pointe,3.9,260.0
569,1aa14af5-4caf-5dae-9c96-922947202f32,Cortland Lake Howell,4.7,876.0
570,368943b3-a1ad-59f8-814e-ab6aa8ea2b03,ARIUM Winter Park,3.9,274.0
571,a19b225e-bc36-5a60-9d5f-da30336b0f91,Jefferson Lake Howell,4.3,78.0
572,52534675-cb16-5e38-bca4-fb7f202c6971,Newport Colony Apartments in Casselberry,4.4,416.0
573,ccf1a2dc-8d60-5faa-8763-b712f543148f,Onyx Winter Park,3.9,212.0
574,dd794722-a61f-5dd7-acf5-8c8509c07352,Stonecastle Apartment Homes,4.4,327.0
575,11bbffd6-5a20-5578-818d-65411d4bf76e,Tuskawilla at Winter Springs,4.1,367.0
576,a947ba93-2f73-5135-a7a5-b17afc0870da,Signal Pointe,3.6,197.0
577,fce75852-4a60-5e15-bbdf-2a2d4cb5c009,Cortland Bowery,4.3,735.0
578,594da138-23d3-50ac-aec4-5306d92cfd16,4800 Westshore,4.0,170.0
579,b96cfe41-9949-58b0-bcc5-fbd73447e37b,Amelia at Westshore,3.9,116.0
580,1f358a2e-3104-5587-b871-beb20cd226e0,Camden Preserve,4.4,273.0
581,12714881-974d-51ac-91f0-64985ef59f03,The Delmar,3.1,449.0
582,c385355d-3a55-5a86-96b1-df0e4d8037c5,Cortland South Kendall,4.7,453.0
583,af6317a2-9f5d-5d0b-838a-57baa76bb77b,Azura,3.9,179.0
584,c82a33c0-ac29-5a74-87c6-94c05c2b61df,Atlantico at Kendall,4.2,342.0
585,21b9617e-6021-57e3-9b7c-9e3f6afcb07e,Hidden Lake Apartments,4.1,72.0
